Longitud de onda [nm],Intensidad relativa [%]
400.58620689655174,0.038772572624967284
401.82758620689657,0.038772572624967284
403.0689655172414,0.038772572624967284
404.3103448275862,0.038772572624967284
405.55172413793105,0.038772572624967284
406.7931034482759,0.039848498066242105
408.0344827586207,0.039848498066242105
409.2758620689655,0.03715723050975602
410.51724137931035,0.04523394108581232
411.7586206896552,0.04469597836517491
413.0,0.04792666259559743
414.2413793103448,0.0500799674314461
415.48275862068965,0.05331210561516764
416.7241379310345,0.05331210561516764
417.9655172413793,0.056542789845590156
419.2068965517241,0.058696094681438826
420.44827586206895,0.07000494344121666
421.6896551724138,0.07431300706621304
422.9310344827586,0.07808310797057198
424.17241379310343,0.0813137922009945
425.41379310344826,0.08454447643141702
426.6551724137931,0.08562185582599086
427.8965517241379,0.08992991945098723
429.13793103448273,0.08562185582599086
430.37931034482756,0.08023641280642066
431.62068965517244,0.07700572857599812
432.86206896551727,0.08023641280642066
434.1034482758621,0.0786210706912094
435.3448275862069,0.08239117159556834
436.58620689655174,0.07969845008578323
437.82758620689657,0.08777516066183953
439.0689655172414,0.08239117159556834
440.3103448275862,0.07269766495100177
441.55172413793105,0.07269766495100177
442.7931034482759,0.0786210706912094
444.0344827586207,0.08239117159556834
445.2758620689655,0.09046788217162464
446.51724137931035,0.09100729884556107
447.7586206896552,0.10016138881619122
449.0,0.09585332519119485
450.2413793103448,0.0813137922009945
451.48275862068965,0.07700572857599812
452.7241379310345,0.07269766495100177
453.9655172413793,0.056542789845590156
455.2068965517241,0.051157346826019946
456.44827586206895,0.03500247172060833
457.6896551724138,0.030694408095611966
458.9310344827586,0.030156445374974555
460.17241379310343,0.03500247172060833
461.41379310344826,0.034464508999970916
462.6551724137931,0.026925761144552036
463.8965517241379,0.026925761144552036
465.13793103448273,0.02584838174997819
466.37931034482756,0.025308965076041755
467.62068965517244,0.019924976009770567
468.86206896551727,0.018309633894559307
470.1034482758621,0.012924190874989095
471.3448275862069,0.011308848759777836
472.58620689655174,0.011308848759777836
473.82758620689657,0.011308848759777836
475.0689655172414,0.011308848759777836
476.3103448275862,0.011308848759777836
477.55172413793105,0.011308848759777836
478.7931034482759,0.011308848759777836
480.0344827586207,0.014539532990200353
481.2758620689655,0.014539532990200353
482.51724137931035,0.014539532990200353
483.7586206896552,0.014539532990200353
485.0,0.014539532990200353
486.2413793103448,0.014539532990200353
487.48275862068965,0.014539532990200353
488.7241379310345,0.014539532990200353
489.9655172413793,0.011308848759777836
491.2068965517241,0.010231469365203989
492.44827586206895,0.012386228154351682
493.6896551724138,0.012386228154351682
494.9310344827586,0.012386228154351682
496.17241379310343,0.016154875105411613
497.41379310344826,0.016692837826049023
498.6551724137931,0.016692837826049023
499.8965517241379,0.0393105353456047
501.1379310344828,0.03123237081624938
502.37931034482756,0.03123237081624938
503.62068965517244,0.017232254499985458
504.86206896551727,0.017232254499985458
506.1034482758621,0.01938555933583413
507.3448275862069,0.01938555933583413
508.58620689655174,0.02584838174997819
509.82758620689657,0.022617697519555672
511.0689655172414,0.03715723050975602
512.3103448275862,0.03284916688475966
513.551724137931,0.03500247172060833
514.7931034482758,0.04469597836517491
516.0344827586207,0.04792666259559743
517.2758620689656,0.04954200471080868
518.5172413793103,0.06085085347058652
519.7586206896551,0.03661781383581959
521.0,0.030156445374974555
522.2413793103449,0.032309750210823225
523.4827586206897,0.03123237081624938
524.7241379310345,0.03715723050975602
525.9655172413793,0.04038791474017854
527.2068965517242,0.040925877460815954
528.448275862069,0.04146529413475239
529.6896551724138,0.05061938410538253
530.9310344827586,0.05600482712495274
532.1724137931035,0.059235511355375255
533.4137931034483,0.058696094681438826
534.6551724137931,0.06354357498037162
535.8965517241379,0.06192823286516036
537.1379310344828,0.06623629649015673
538.3793103448276,0.06354357498037162
539.6206896551724,0.07215970223036436
540.8620689655172,0.0813137922009945
542.1034482758621,0.09531536247055744
543.3448275862069,0.11093082090203261
544.5862068965517,0.1292404547965919
545.8275862068965,0.1373171653726482
547.0689655172414,0.14270260839221843
548.3103448275862,0.13785658204658466
549.551724137931,0.14270260839221843
550.7931034482758,0.14539532990200355
552.0344827586207,0.15078077292157374
553.2758620689656,0.16316554712262643
554.5172413793103,0.1685509901421966
555.7586206896551,0.17393643316176682
557.0,0.1809357643432493
558.2413793103449,0.18416790252697082
559.4827586206897,0.18578324464218207
560.7241379310345,0.19009130826717843
561.9655172413793,0.20301549914216752
563.2068965517242,0.22563174270842418
564.448275862069,0.24932536566925467
565.6896551724138,0.26925034167902523
566.9310344827586,0.2940213440344296
568.1724137931035,0.3037148506789962
569.4137931034483,0.3080229143039925
570.6551724137931,0.32740847363982667
571.8965517241379,0.3484108290441711
573.1379310344828,0.37048910988979034
574.3793103448276,0.38718194771583936
575.6206896551724,0.3963374916397685
576.8620689655172,0.40010613859082844
578.1034482758621,0.4022608973799761
579.3448275862069,0.42972462124516553
580.5862068965517,0.47549652505161527
581.8275862068965,0.5169618191863676
583.0689655172414,0.5067303498211637
584.3103448275863,0.49272877955160077
585.551724137931,0.5099610340515862
586.7931034482758,0.5223458082526389
588.0344827586207,0.5180377446276425
589.2758620689656,0.508345691936375
590.5172413793103,0.5298845561080577
591.7586206896551,0.5411934048678356
593.0,0.5374247579167757
594.2413793103449,0.5234231876472127
595.4827586206897,0.511036959492861
596.7241379310344,0.5212698828113641
597.9655172413793,0.535269999127628
599.2068965517242,0.5433481636569832
600.448275862069,0.5325772776178429
601.6896551724138,0.5185771613015789
602.9310344827586,0.5212698828113641
604.1724137931035,0.5336546570124167
605.4137931034483,0.5374247579167757
606.6551724137931,0.525038529762424
607.8965517241379,0.5061909331472273
609.1379310344828,0.5040376283113785
610.3793103448276,0.4954215010613859
611.6206896551724,0.4846506150222455
612.8620689655172,0.4830352729070342
614.1034482758621,0.48788275320596697
615.3448275862069,0.4781892465614004
616.5862068965517,0.457186891157056
617.8275862068965,0.43457064759079933
619.0689655172414,0.42110849399517286
620.3103448275863,0.41841577248538775
621.551724137931,0.41356829218645497
622.7931034482758,0.4065689610049725
624.0344827586207,0.40010613859082844
625.2758620689656,0.3925673907354095
626.5172413793103,0.3866439849952019
627.7586206896551,0.38718194771583936
629.0,0.37964319986042044
630.2413793103449,0.35594957689958995
631.4827586206897,0.3311785745441856
632.7241379310344,0.30425281339963356
633.9655172413793,0.284329291343162
635.2068965517242,0.261173631102969
636.448275862069,0.2283244642182093
637.6896551724138,0.199783360958446
638.9310344827586,0.17878245950740063
640.1724137931035,0.17016633225740788
641.4137931034483,0.16370496379656282
642.6551724137931,0.15670417866178135
643.8965517241379,0.15131873564221118
645.1379310344828,0.14000988688243332
646.3793103448276,0.12870249207595452
647.6206896551724,0.1206243275465992
648.8620689655172,0.09100729884556107
650.1034482758621,0.07485096978685045
651.3448275862069,0.06031143679665009
652.5862068965517,0.05438803105644246
653.8275862068965,0.0527726889412312
655.0689655172414,0.0527726889412312
656.3103448275863,0.04577190380644973
657.551724137931,0.033387129605397074
658.7931034482758,0.014539532990200353
660.0344827586207,0.011846811480415248
661.2758620689656,0.011308848759777836
662.5172413793103,0.009693506644566575
663.7586206896551,0.009693506644566575
665.0,0.009693506644566575
666.2413793103449,0.011308848759777836
667.4827586206897,0.011846811480415248
668.7241379310344,0.012386228154351682
669.9655172413793,0.014539532990200353
671.2068965517242,0.014539532990200353
672.448275862069,0.014539532990200353
673.6896551724138,0.014539532990200353
674.9310344827586,0.014539532990200353
676.1724137931035,0.014539532990200353
677.4137931034483,0.014539532990200353
678.6551724137931,0.014539532990200353
679.8965517241379,0.014539532990200353
681.1379310344828,0.014539532990200353
682.3793103448276,0.014539532990200353
683.6206896551724,0.014539532990200353
684.8620689655172,0.014539532990200353
686.1034482758621,0.014539532990200353
687.344827586207,0.014539532990200353
688.5862068965517,0.014539532990200353
689.8275862068965,0.014539532990200353
691.0689655172414,0.014539532990200353
692.3103448275863,0.014539532990200353
